Время[c],Напряжение[В]
0.4402,1.3921
0.4408,1.3972
0.4413,1.3921
0.4418,1.3921
0.4423,1.3921
0.4429,1.3921
0.4434,1.3921
0.4439,1.3921
0.4444,1.3921
0.4450,1.3921
0.4455,1.3871
0.4460,1.3921
0.4465,1.3921
0.4470,1.3972
0.4476,1.3921
0.4481,1.3921
0.4486,1.3921
0.4491,1.3972
0.4496,1.3921
0.4502,1.3921
0.4507,1.3921
0.4512,1.3921
0.4517,1.3921
0.4523,1.3921
0.4528,1.3921
0.4533,1.3972
0.4538,1.3921
0.4543,1.3921
0.4549,1.3921
0.4554,1.3921
0.4559,1.3921
0.4564,1.3921
0.4570,1.3871
0.4575,1.3921
0.4580,1.3921
0.4585,1.3921
0.4591,1.3921
0.4596,1.3921
0.4601,1.3921
0.4606,1.3921
0.4612,1.3972
0.4617,1.3972
0.4622,1.3921
0.4627,1.3921
0.4632,1.3921
0.4638,1.3972
0.4643,1.3921
0.4648,1.3921
0.4653,1.3972
0.4659,1.3972
0.4664,1.3921
0.4669,1.3921
0.4674,1.3921
0.4680,1.3921
0.4685,1.3921
0.4690,1.3921
0.4695,1.3921
0.4700,1.3972
0.4706,1.3921
0.4711,1.3921
0.4716,1.3921
0.4721,1.3921
0.4727,1.3921
0.4732,1.3921
0.4737,1.3921
0.4742,1.3921
0.4748,1.3921
0.4753,1.3972
0.4758,1.3921
0.4763,1.3921
0.4768,1.3921
0.4774,1.3921
0.4779,1.3921
0.4784,1.3921
0.4789,1.3921
0.4795,1.3921
0.4800,1.3972
0.4805,1.3921
0.4810,1.3921
0.4816,1.3921
0.4821,1.3921
0.4826,1.3921
0.4831,1.3921
0.4836,1.3921
0.4842,1.3921
0.4847,1.3921
0.4852,1.3921
0.4857,1.3921
0.4863,1.3972
0.4868,1.3871
0.4873,1.3921
0.4878,1.3921
0.4884,1.3921
0.4889,1.3921
0.4894,1.3921
0.4899,1.3921
0.4904,1.3921
0.4910,1.3972
0.4915,1.3972
0.4920,1.3921
0.4925,1.3921
0.4931,1.3871
0.4936,1.3921
0.4941,1.3921
0.4946,1.3921
0.4952,1.3921
0.4957,1.3871
0.4962,1.3871
0.4967,1.3921
0.4972,1.3921
0.4978,1.3921
0.4983,1.3921
0.4988,1.3921
0.4993,1.3871
0.4999,1.3921
0.5004,1.3871
0.5009,1.3871
0.5014,1.3921
0.5020,1.3921
0.5025,1.3921
0.5030,1.3871
0.5035,1.3921
0.5041,1.3921
0.5046,1.3871
0.5051,1.3871
0.5056,1.3871
0.5061,1.3972
0.5067,1.3871
0.5072,1.3921
0.5077,1.3921
0.5082,1.3871
0.5088,1.3921
0.5093,1.3921
0.5098,1.3871
0.5103,1.3921
0.5109,1.3871
0.5114,1.3921
0.5119,1.3871
0.5124,1.3921
0.5129,1.3921
0.5135,1.3921
0.5140,1.3921
0.5145,1.3921
0.5150,1.3921
0.5156,1.3921
0.5161,1.3921
0.5166,1.3972
0.5171,1.3871
0.5177,1.3871
0.5182,1.3871
0.5187,1.3921
0.5192,1.3871
0.5197,1.3921
0.5203,1.3921
0.5208,1.3871
0.5213,1.3921
0.5218,1.3871
0.5224,1.3921
0.5229,1.3871
0.5234,1.3921
0.5239,1.3871
0.5245,1.3921
0.5250,1.3871
0.5255,1.3871
0.5260,1.3871
0.5266,1.3921
0.5271,1.3871
0.5276,1.3871
0.5281,1.3871
0.5286,1.3921
0.5292,1.3871
0.5297,1.3921
0.5302,1.3871
0.5307,1.3871
0.5313,1.3871
0.5318,1.3921
0.5323,1.3821
0.5328,1.3871
0.5334,1.3871
0.5339,1.3871
0.5344,1.3821
0.5349,1.3871
0.5355,1.3921
0.5360,1.3871
0.5365,1.3871
0.5370,1.3871
0.5375,1.3821
0.5381,1.3821
0.5386,1.3871
0.5391,1.3871
0.5396,1.3871
0.5402,1.3871
0.5407,1.3871
0.5412,1.3871
0.5417,1.3871
0.5423,1.3871
0.5428,1.3871
0.5433,1.3871
0.5438,1.3921
0.5443,1.3871
0.5449,1.3871
0.5454,1.3921
0.5459,1.3871
0.5464,1.3821
0.5470,1.3821
0.5475,1.3871
0.5480,1.3871
0.5485,1.3871
0.5491,1.3871
0.5496,1.3871
0.5501,1.3821
0.5506,1.3871
0.5511,1.3821
0.5517,1.3821
0.5522,1.3821
0.5527,1.3871
0.5532,1.3821
0.5538,1.3871
0.5543,1.3821
0.5549,1.3871
0.5554,1.3821
0.5559,1.3821
0.5564,1.3821
0.5570,1.3871
0.5575,1.3871
0.5580,1.3871
0.5585,1.3821
0.5590,1.3821
0.5596,1.3821
0.5601,1.3821
0.5606,1.3821
0.5611,1.3821
0.5616,1.3871
0.5622,1.3871
0.5627,1.3821
0.5632,1.3871
0.5637,1.3821
0.5643,1.3871
0.5648,1.3821
0.5653,1.3821
0.5658,1.3871
0.5663,1.3821
0.5669,1.3821
0.5674,1.3821
0.5679,1.3821
0.5684,1.3871
0.5689,1.3871
0.5695,1.3871
0.5700,1.3821
0.5705,1.3871
0.5711,1.3821
0.5716,1.3821
0.5721,1.3770
0.5726,1.3770
0.5732,1.3871
0.5737,1.3821
0.5742,1.3770
0.5747,1.3821
0.5752,1.3770
0.5758,1.3821
0.5763,1.3821
0.5768,1.3770
0.5773,1.3821
0.5778,1.3871
0.5784,1.3871
0.5789,1.3871
0.5794,1.3821
0.5799,1.3821
0.5805,1.3871
0.5810,1.3821
0.5815,1.3871
0.5820,1.3821
0.5825,1.3821
0.5831,1.3821
0.5836,1.3821
0.5841,1.3821
0.5846,1.3821
0.5851,1.3821
0.5857,1.3821
0.5862,1.3821
0.5867,1.3821
0.5872,1.3871
0.5878,1.3821
0.5883,1.3821
0.5888,1.3821
0.5893,1.3821
0.5898,1.3821
0.5904,1.3821
0.5909,1.3821
0.5914,1.3821
0.5919,1.3821
0.5925,1.3821
0.5930,1.3821
0.5935,1.3821
0.5942,1.3821
0.5947,1.3821
0.5953,1.3821
0.5958,1.3821
0.5963,1.3770
0.5968,1.3821
0.5973,1.3821
0.5979,1.3821
0.5984,1.3821
0.5989,1.3821
0.5994,1.3821
