Время[c],Напряжение[В]
0.5142,1.1853
0.5148,1.1904
0.5153,1.1904
0.5158,1.1904
0.5163,1.1853
0.5168,1.1853
0.5174,1.1853
0.5179,1.1803
0.5184,1.1853
0.5189,1.1853
0.5195,1.1853
0.5200,1.1853
0.5205,1.1853
0.5210,1.1853
0.5216,1.1853
0.5221,1.1853
0.5226,1.1853
0.5231,1.1853
0.5237,1.1904
0.5242,1.1853
0.5247,1.1853
0.5252,1.1853
0.5257,1.1904
0.5263,1.1853
0.5268,1.1853
0.5273,1.1853
0.5278,1.1853
0.5284,1.1853
0.5289,1.1853
0.5294,1.1853
0.5299,1.1853
0.5305,1.1853
0.5310,1.1853
0.5315,1.1904
0.5320,1.1853
0.5325,1.1853
0.5331,1.1853
0.5336,1.1853
0.5341,1.1853
0.5346,1.1853
0.5352,1.1853
0.5357,1.1904
0.5362,1.1853
0.5367,1.1853
0.5373,1.1803
0.5378,1.1853
0.5383,1.1853
0.5388,1.1853
0.5393,1.1853
0.5399,1.1853
0.5404,1.1904
0.5409,1.1853
0.5414,1.1853
0.5420,1.1853
0.5425,1.1853
0.5430,1.1853
0.5435,1.1853
0.5441,1.1853
0.5446,1.1853
0.5451,1.1853
0.5456,1.1853
0.5461,1.1904
0.5467,1.1853
0.5472,1.1803
0.5477,1.1853
0.5482,1.1853
0.5488,1.1803
0.5493,1.1803
0.5498,1.1853
0.5503,1.1853
0.5509,1.1853
0.5514,1.1853
0.5519,1.1853
0.5524,1.1853
0.5529,1.1853
0.5535,1.1853
0.5540,1.1853
0.5545,1.1853
0.5550,1.1803
0.5556,1.1853
0.5561,1.1853
0.5566,1.1853
0.5571,1.1904
0.5577,1.1853
0.5582,1.1853
0.5587,1.1853
0.5592,1.1853
0.5597,1.1853
0.5603,1.1853
0.5608,1.1853
0.5613,1.1853
0.5618,1.1853
0.5624,1.1853
0.5629,1.1853
0.5634,1.1853
0.5639,1.1803
0.5645,1.1853
0.5650,1.1853
0.5655,1.1853
0.5660,1.1803
0.5666,1.1803
0.5671,1.1853
0.5676,1.1853
0.5681,1.1853
0.5686,1.1853
0.5692,1.1853
0.5697,1.1853
0.5702,1.1853
0.5707,1.1853
0.5713,1.1853
0.5718,1.1853
0.5723,1.1853
0.5728,1.1853
0.5734,1.1853
0.5739,1.1853
0.5744,1.1853
0.5749,1.1803
0.5754,1.1853
0.5760,1.1853
0.5765,1.1803
0.5770,1.1853
0.5775,1.1853
0.5781,1.1853
0.5786,1.1803
0.5791,1.1904
0.5796,1.1803
0.5801,1.1803
0.5807,1.1803
0.5812,1.1853
0.5817,1.1853
0.5822,1.1904
0.5828,1.1853
0.5833,1.1803
0.5838,1.1803
0.5843,1.1803
0.5849,1.1853
0.5854,1.1904
0.5859,1.1853
0.5864,1.1853
0.5869,1.1803
0.5875,1.1853
0.5880,1.1853
0.5885,1.1853
0.5890,1.1853
0.5896,1.1853
0.5901,1.1853
0.5906,1.1853
0.5911,1.1853
0.5917,1.1853
0.5922,1.1853
0.5927,1.1853
0.5932,1.1803
0.5938,1.1853
0.5943,1.1853
0.5948,1.1853
0.5953,1.1853
0.5958,1.1853
0.5964,1.1803
0.5969,1.1803
0.5974,1.1803
0.5979,1.1904
0.5985,1.1853
0.5990,1.1803
0.5995,1.1803
0.6000,1.1853
0.6006,1.1853
0.6011,1.1853
0.6016,1.1853
0.6021,1.1803
0.6026,1.1803
0.6032,1.1853
0.6037,1.1853
0.6042,1.1803
0.6047,1.1803
0.6053,1.1803
0.6058,1.1752
0.6063,1.1803
0.6068,1.1853
0.6074,1.1853
0.6079,1.1803
0.6084,1.1853
0.6089,1.1803
0.6095,1.1853
0.6100,1.1853
0.6105,1.1853
0.6110,1.1853
0.6116,1.1853
0.6121,1.1803
0.6126,1.1803
0.6131,1.1853
0.6136,1.1803
0.6142,1.1853
0.6147,1.1853
0.6152,1.1853
0.6157,1.1853
0.6163,1.1853
0.6168,1.1803
0.6173,1.1803
0.6178,1.1803
0.6184,1.1853
0.6189,1.1853
0.6195,1.1853
0.6200,1.1853
0.6205,1.1853
0.6211,1.1853
0.6217,1.1853
0.6222,1.1853
0.6228,1.1803
0.6233,1.1803
0.6239,1.1853
0.6244,1.1853
0.6250,1.1803
0.6256,1.1803
0.6261,1.1853
0.6267,1.1803
0.6272,1.1853
0.6278,1.1803
0.6284,1.1803
0.6289,1.1803
0.6295,1.1853
0.6300,1.1803
0.6306,1.1853
0.6312,1.1853
0.6317,1.1853
0.6323,1.1853
0.6329,1.1853
0.6334,1.1803
0.6340,1.1803
0.6345,1.1803
0.6351,1.1853
0.6356,1.1803
0.6362,1.1853
0.6368,1.1803
0.6373,1.1853
0.6379,1.1853
0.6384,1.1803
0.6390,1.1853
0.6396,1.1853
0.6401,1.1803
0.6407,1.1853
0.6412,1.1853
0.6418,1.1803
0.6424,1.1803
0.6429,1.1803
0.6435,1.1853
0.6441,1.1853
0.6446,1.1853
0.6452,1.1853
0.6457,1.1853
0.6463,1.1853
0.6469,1.1803
0.6474,1.1803
0.6480,1.1803
0.6485,1.1853
0.6491,1.1853
0.6497,1.1803
0.6502,1.1853
0.6508,1.1853
0.6513,1.1853
0.6519,1.1853
0.6524,1.1853
0.6530,1.1853
0.6535,1.1803
0.6541,1.1853
0.6546,1.1803
0.6552,1.1853
0.6557,1.1803
0.6563,1.1803
0.6568,1.1803
0.6574,1.1853
0.6579,1.1803
0.6585,1.1803
