Время[c],Напряжение[В]
0.3599,1.6242
0.3605,1.6191
0.3610,1.6242
0.3615,1.6191
0.3620,1.6242
0.3626,1.6191
0.3631,1.6242
0.3636,1.6242
0.3641,1.6242
0.3646,1.6292
0.3652,1.6242
0.3657,1.6191
0.3662,1.6242
0.3667,1.6242
0.3673,1.6191
0.3678,1.6242
0.3683,1.6191
0.3688,1.6242
0.3694,1.6242
0.3699,1.6242
0.3704,1.6242
0.3709,1.6191
0.3715,1.6242
0.3720,1.6242
0.3725,1.6191
0.3730,1.6191
0.3735,1.6242
0.3741,1.6242
0.3746,1.6242
0.3751,1.6191
0.3756,1.6242
0.3762,1.6191
0.3767,1.6242
0.3772,1.6141
0.3777,1.6242
0.3783,1.6242
0.3788,1.6191
0.3793,1.6242
0.3798,1.6191
0.3804,1.6191
0.3809,1.6292
0.3814,1.6242
0.3819,1.6242
0.3824,1.6141
0.3830,1.6242
0.3835,1.6242
0.3840,1.6242
0.3845,1.6191
0.3851,1.6191
0.3856,1.6242
0.3861,1.6242
0.3866,1.6191
0.3872,1.6242
0.3877,1.6191
0.3882,1.6242
0.3887,1.6242
0.3892,1.6191
0.3898,1.6191
0.3903,1.6191
0.3908,1.6191
0.3913,1.6242
0.3919,1.6242
0.3924,1.6242
0.3929,1.6242
0.3934,1.6191
0.3940,1.6191
0.3945,1.6191
0.3950,1.6191
0.3955,1.6191
0.3961,1.6191
0.3966,1.6242
0.3971,1.6242
0.3976,1.6141
0.3981,1.6141
0.3987,1.6141
0.3992,1.6242
0.3997,1.6191
0.4002,1.6242
0.4008,1.6242
0.4013,1.6242
0.4018,1.6191
0.4023,1.6242
0.4029,1.6191
0.4034,1.6191
0.4039,1.6242
0.4044,1.6191
0.4050,1.6242
0.4055,1.6191
0.4060,1.6191
0.4065,1.6242
0.4070,1.6242
0.4076,1.6242
0.4081,1.6191
0.4086,1.6242
0.4091,1.6242
0.4097,1.6242
0.4102,1.6242
0.4107,1.6242
0.4112,1.6242
0.4118,1.6242
0.4123,1.6242
0.4128,1.6242
0.4133,1.6242
0.4139,1.6191
0.4144,1.6191
0.4149,1.6191
0.4154,1.6191
0.4159,1.6242
0.4165,1.6191
0.4170,1.6242
0.4175,1.6242
0.4180,1.6242
0.4186,1.6242
0.4191,1.6242
0.4196,1.6242
0.4201,1.6242
0.4207,1.6191
0.4212,1.6242
0.4217,1.6242
0.4222,1.6191
0.4228,1.6242
0.4233,1.6191
0.4238,1.6191
0.4243,1.6242
0.4248,1.6242
0.4254,1.6242
0.4259,1.6191
0.4264,1.6242
0.4269,1.6191
0.4275,1.6242
0.4280,1.6242
0.4285,1.6242
0.4290,1.6242
0.4296,1.6242
0.4301,1.6242
0.4306,1.6242
0.4311,1.6191
0.4317,1.6191
0.4322,1.6242
0.4327,1.6191
0.4332,1.6242
0.4337,1.6242
0.4343,1.6191
0.4348,1.6242
0.4353,1.6191
0.4358,1.6191
0.4364,1.6141
0.4369,1.6191
0.4374,1.6242
0.4379,1.6191
0.4385,1.6191
0.4390,1.6242
0.4395,1.6242
0.4400,1.6242
0.4406,1.6191
0.4411,1.6191
0.4416,1.6242
0.4421,1.6191
0.4427,1.6242
0.4432,1.6191
0.4437,1.6191
0.4442,1.6191
0.4448,1.6141
0.4453,1.6191
0.4458,1.6242
0.4463,1.6292
0.4468,1.6242
0.4474,1.6191
0.4479,1.6191
0.4484,1.6242
0.4489,1.6191
0.4495,1.6242
0.4500,1.6242
0.4505,1.6242
0.4510,1.6242
0.4516,1.6242
0.4521,1.6242
0.4526,1.6242
0.4531,1.6242
0.4537,1.6191
0.4542,1.6242
0.4547,1.6242
0.4552,1.6242
0.4557,1.6242
0.4563,1.6141
0.4568,1.6191
0.4573,1.6242
0.4578,1.6141
0.4584,1.6141
0.4589,1.6141
0.4594,1.6242
0.4599,1.6242
0.4605,1.6242
0.4610,1.6242
0.4615,1.6242
0.4620,1.6242
0.4626,1.6242
0.4631,1.6242
0.4636,1.6242
0.4641,1.6242
0.4646,1.6191
0.4652,1.6242
0.4657,1.6191
0.4662,1.6191
0.4667,1.6191
0.4673,1.6242
0.4678,1.6242
0.4683,1.6242
0.4688,1.6141
0.4694,1.6141
0.4699,1.6191
0.4704,1.6191
0.4709,1.6242
0.4715,1.6191
0.4720,1.6242
0.4725,1.6242
0.4731,1.6242
0.4736,1.6141
0.4741,1.6191
0.4747,1.6191
0.4752,1.6242
0.4757,1.6191
0.4763,1.6242
0.4768,1.6191
0.4774,1.6242
0.4779,1.6191
0.4784,1.6242
0.4790,1.6242
0.4795,1.6191
0.4800,1.6191
0.4806,1.6191
0.4811,1.6242
0.4816,1.6242
0.4822,1.6242
0.4830,1.6191
0.4836,1.6191
0.4841,1.6242
0.4846,1.6191
0.4852,1.6191
0.4857,1.6141
0.4863,1.6242
0.4868,1.6191
0.4873,1.6242
0.4879,1.6191
0.4884,1.6191
0.4890,1.6191
0.4896,1.6191
0.4906,1.6191
0.4915,1.6141
0.4921,1.6191
0.4927,1.6242
0.4933,1.6191
0.4938,1.6141
0.4944,1.6242
0.4949,1.6242
0.4955,1.6191
0.4960,1.6242
0.4966,1.6242
0.4971,1.6191
0.4976,1.6191
0.4982,1.6191
0.4987,1.6242
0.4992,1.6242
0.4997,1.6242
0.5003,1.6242
0.5008,1.6191
0.5013,1.6242
0.5018,1.6242
0.5024,1.6191
0.5029,1.6141
0.5034,1.6242
0.5039,1.6242
0.5045,1.6242
0.5050,1.6141
0.5055,1.6242
0.5060,1.6191
0.5066,1.6191
0.5071,1.6191
0.5076,1.6191
0.5081,1.6191
0.5086,1.6191
